Temperature;Humidity;Moisture;Nitrogen;Potassium;Phosphorous;Soil Type_Clayey;Soil Type_Loamy;Soil Type_Red;Soil Type_Sandy;Crop Type_Cotton;Crop Type_Ground Nuts;Crop Type_Maize;Crop Type_Millets;Crop Type_Oil seeds;Crop Type_Paddy;Crop Type_Pulses;Crop Type_Sugarcane;Crop Type_Tobacco;Crop Type_Wheat;Fertilizer Name_14-35-14;Fertilizer Name_17-17-17;Fertilizer Name_20-20;Fertilizer Name_28-28;Fertilizer Name_DAP;Fertilizer Name_Urea;Crop_Type
27.83;41.06;29.89;15;16.0;7;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Sugarcane
28.66;64.42;38.34;13;15.0;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;Oil seeds
27.57;47.43;38.87;21;0.0;19;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;Sugarcane
32.25;51.79;35.69;14;0.0;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Millets
33.02;48.8;52.02;22;0.0;15;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Ground Nuts
30.68;54.7;40.85;19;0.0;13;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;Maize
30.56;60.51;28.79;16;1.0;40;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Wheat
25.84;60.68;34.82;7;12.0;27;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Cotton
34.57;55.7;53.44;43;0.0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;Oil seeds
26.71;55.16;44.94;24;0.0;22;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cotton
22.88;46.03;22.86;11;0.0;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;Oil seeds
33.69;55.35;60.53;12;7.0;36;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Oil seeds
29.22;49.26;33.55;35;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;Wheat
32.64;67.85;32.04;5;7.0;27;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;Maize
25.17;47.0;37.3;6;16.0;13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Tobacco
29.75;58.55;65.87;18;1.0;40;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cotton
27.58;64.9;58.56;11;14.0;10;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Ground Nuts
28.43;63.69;37.41;1;16.0;19;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Millets
26.62;61.65;36.08;31;0.0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Paddy
33.94;57.36;51.49;10;2.0;41;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;Millets
33.34;65.67;58.35;12;3.0;37;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Millets
32.8;73.72;52.98;2;6.0;25;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Pulses
33.37;65.55;45.17;13;0.0;36;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Paddy
26.13;55.73;53.35;13;0.0;5;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;Oil seeds
29.21;57.9;34.9;10;14.0;24;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Cotton
33.39;63.67;59.26;11;16.0;15;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;Maize
30.47;61.98;21.87;42;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Millets
32.18;53.01;45.88;1;16.0;14;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Cotton
26.48;61.28;57.82;9;3.0;16;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Sugarcane
33.16;63.11;53.91;23;0.0;28;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Pulses
37.39;69.61;67.14;38;0.0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;Millets
38.64;74.69;33.53;14;3.0;16;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Sugarcane
22.93;59.18;36.33;11;0.0;38;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;Pulses
31.44;62.56;39.08;45;0.0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Paddy
33.19;59.66;56.19;6;12.0;14;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;Paddy
28.19;51.2;44.38;24;0.0;16;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Cotton
31.97;58.34;59.73;6;11.0;32;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Cotton
34.13;65.02;35.68;41;0.0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Cotton
37.03;63.45;39.53;39;3.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cotton
21.34;54.69;39.42;20;2.0;26;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;Pulses
30.34;57.74;34.86;16;0.0;42;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Millets
36.19;70.05;26.41;19;3.0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;Wheat
27.86;44.14;58.37;13;0.0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Cotton
26.41;56.89;37.25;31;0.0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;Oil seeds
29.21;57.22;49.29;17;13.0;14;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;Paddy
37.56;66.53;37.17;15;0.0;39;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;Sugarcane
35.57;69.22;38.56;26;0.0;17;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;Tobacco
34.43;59.77;62.97;17;2.0;42;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Cotton
31.27;43.49;37.61;35;0.0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Cotton
25.82;61.11;39.24;6;16.0;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Cotton
34.03;60.39;43.18;10;0.0;6;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Sugarcane
28.67;55.39;64.88;14;3.0;35;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;Oil seeds
30.47;67.64;60.18;39;0.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Cotton
29.93;66.3;55.91;8;9.0;11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Cotton
30.69;60.36;64.89;7;9.0;32;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Cotton
30.92;49.97;58.06;13;0.0;37;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Tobacco
28.21;57.45;20.0;18;13.0;13;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Pulses
27.18;64.47;30.84;15;16.0;18;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Paddy
21.63;57.62;34.24;11;15.0;11;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Maize
30.78;61.89;28.42;12;3.0;36;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Millets
31.18;47.51;35.51;13;12.0;25;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Wheat
31.88;56.55;43.06;9;0.0;12;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Cotton
31.35;62.93;34.02;17;2.0;28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Cotton
30.99;59.97;63.35;13;0.0;14;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Wheat
32.83;55.64;40.91;42;0.0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Tobacco
33.9;50.25;20.0;7;16.0;12;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Millets
24.38;50.13;34.67;13;3.0;33;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Cotton
31.49;58.29;37.49;44;0.0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Millets
31.93;53.26;42.9;31;1.0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Wheat
33.75;70.86;30.19;25;0.0;16;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Tobacco
36.49;72.03;52.71;9;13.0;23;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Wheat
33.91;50.88;53.37;5;3.0;32;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;Paddy
40.0;76.4;57.23;10;16.0;18;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;Sugarcane
32.12;76.73;34.45;4;3.0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Wheat
34.0;59.76;27.52;13;0.0;41;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;Maize
38.66;60.15;57.58;38;0.0;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Millets
33.03;59.23;50.06;9;7.0;28;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Cotton
27.27;62.47;57.15;16;0.0;5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Millets
38.17;66.45;68.55;37;4.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Cotton
28.13;55.71;50.38;18;3.0;20;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Cotton
32.56;62.62;56.5;11;0.0;40;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;Maize
30.84;47.62;42.9;34;2.0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;Millets
30.98;64.17;26.26;6;11.0;32;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Ground Nuts
25.27;52.33;20.33;15;0.0;36;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;Tobacco
29.51;47.21;49.01;1;14.0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Wheat
38.59;68.57;31.88;41;0.0;4;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;Paddy
33.01;56.62;38.75;38;0.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;Pulses
29.94;54.58;36.36;20;2.0;20;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cotton
28.42;68.97;38.11;35;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cotton
31.81;62.69;55.11;17;0.0;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Cotton
32.09;67.57;37.6;25;0.0;18;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Sugarcane
31.37;61.56;36.38;12;0.0;33;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;Oil seeds
35.46;68.5;33.83;7;3.0;32;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;Paddy
33.36;48.62;48.04;9;0.0;36;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;Paddy
31.62;53.17;41.08;38;0.0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;Maize
35.85;65.73;46.71;41;0.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Wheat
28.23;59.71;40.91;19;2.0;18;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Oil seeds
22.91;52.89;43.54;36;0.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Ground Nuts
31.57;59.0;29.74;32;0.0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Millets
33.33;68.93;44.04;41;0.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Wheat
23.85;54.74;31.15;10;4.0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;Maize
33.93;68.08;68.4;4;5.0;28;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cotton
24.14;50.03;56.4;11;3.0;5;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Oil seeds
38.27;61.02;39.38;10;1.0;14;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Tobacco
30.53;72.94;69.94;14;0.0;37;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Pulses
36.91;57.36;46.79;9;4.0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cotton
27.89;58.78;32.12;37;0.0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;Millets
25.91;61.37;35.85;37;0.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Ground Nuts
26.89;45.93;34.24;37;0.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Ground Nuts
33.83;56.33;40.46;9;11.0;17;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Cotton
32.23;65.73;36.41;13;0.0;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Pulses
33.56;69.13;30.78;13;0.0;13;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;Oil seeds
22.37;59.31;53.4;25;1.0;21;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Millets
40.0;66.19;57.22;40;0.0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;Paddy
26.38;58.32;37.72;38;0.0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Pulses
34.6;52.97;41.6;12;3.0;41;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;Wheat
29.16;50.81;20.0;7;16.0;12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Millets
23.32;50.4;46.44;27;3.0;27;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Tobacco
27.41;54.55;42.9;33;0.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Cotton
29.23;70.7;54.12;42;3.0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Maize
35.92;63.54;54.99;17;0.0;40;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;Sugarcane
24.33;52.3;46.6;20;0.0;16;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Cotton
33.99;62.02;24.13;42;0.0;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Cotton
33.8;69.65;29.13;11;2.0;33;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;Sugarcane
29.19;67.99;28.27;42;0.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;Pulses
32.92;56.58;42.9;2;14.0;21;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Cotton
22.82;48.25;49.55;21;0.0;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;Maize
24.87;53.41;36.47;31;4.0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Oil seeds
29.25;54.77;56.41;17;12.0;11;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Oil seeds
28.88;54.57;38.98;39;3.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Paddy
36.11;61.24;27.61;14;4.0;35;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cotton
27.91;48.69;33.26;37;0.0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Ground Nuts
32.0;59.17;32.35;40;0.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Cotton
38.03;60.56;64.39;18;0.0;35;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Millets
40.0;78.63;39.77;13;2.0;39;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Tobacco
21.56;48.99;38.37;32;1.0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Wheat
34.16;57.77;64.71;3;12.0;29;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cotton
29.74;67.3;55.7;41;3.0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cotton
31.44;57.6;49.09;35;0.0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;Tobacco
27.82;58.21;39.11;23;3.0;13;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;Pulses
28.68;48.05;70.0;4;0.0;10;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Sugarcane
37.79;65.38;42.1;16;2.0;42;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Pulses
30.84;62.89;42.9;18;0.0;36;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Pulses
32.08;69.28;53.59;12;16.0;10;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;Pulses
30.53;54.66;40.76;23;0.0;22;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Wheat
27.28;67.0;60.31;9;6.0;30;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Ground Nuts
30.52;52.92;33.2;8;11.0;32;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;Oil seeds
25.51;63.32;68.32;4;12.0;33;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Maize
30.28;76.59;42.9;10;0.0;35;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Ground Nuts
31.27;76.13;35.28;9;3.0;32;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cotton
26.52;59.29;37.89;21;0.0;19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;Sugarcane
37.78;70.33;64.11;5;10.0;28;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Wheat
30.49;58.21;39.3;12;11.0;11;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Ground Nuts
29.18;54.17;42.9;42;1.0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Ground Nuts
25.21;46.78;42.9;44;2.0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;Oil seeds
22.64;49.3;30.33;9;4.0;12;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;Paddy
30.2;64.88;52.82;8;15.0;13;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;Oil seeds
24.84;49.58;47.64;37;0.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cotton
30.49;58.83;54.73;35;4.0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Paddy
30.73;49.9;32.48;15;0.0;10;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;Pulses
29.82;58.66;44.21;26;4.0;17;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;Millets
23.92;47.26;38.11;9;7.0;25;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;Maize
40.0;75.55;28.97;15;0.0;40;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Ground Nuts
32.45;67.58;55.57;4;0.0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Cotton
31.61;66.27;33.06;7;6.0;18;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Pulses
40.0;65.43;64.34;14;0.0;36;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;Pulses
34.46;78.03;54.74;42;0.0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Millets
20.26;41.18;47.6;23;0.0;14;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Millets
36.22;77.81;51.95;37;0.0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;Pulses
30.24;56.13;30.91;38;2.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cotton
35.54;62.73;42.81;14;10.0;11;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;Paddy
29.73;58.45;60.67;9;0.0;8;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Cotton
27.58;64.59;62.12;14;1.0;34;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cotton
30.48;61.31;44.39;22;0.0;15;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;Millets
29.86;48.43;47.14;39;0.0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;Maize
31.81;70.13;21.18;13;0.0;36;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Ground Nuts
22.32;56.11;42.9;15;0.0;38;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;Maize
30.23;55.76;53.54;5;7.0;25;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Cotton
32.37;55.24;33.67;18;0.0;32;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;Tobacco
39.89;76.0;32.46;44;3.0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Ground Nuts
38.92;57.75;34.28;13;0.0;38;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Tobacco
26.41;55.23;43.13;20;1.0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cotton
35.85;62.3;36.56;16;0.0;42;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;Millets
33.0;59.14;48.43;3;8.0;31;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Tobacco
35.84;73.34;56.27;11;6.0;26;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cotton
32.85;53.21;37.96;40;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Cotton
36.16;64.0;43.68;20;0.0;19;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;Millets
38.77;73.1;64.83;9;4.0;35;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;Paddy
39.61;74.2;29.32;9;1.0;38;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Cotton
40.0;65.97;61.68;10;4.0;39;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Cotton
31.66;68.88;64.94;36;0.0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Paddy
25.79;47.25;45.73;32;0.0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Millets
37.12;73.45;56.53;15;14.0;13;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;Wheat
27.79;54.72;69.39;40;0.0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Maize
27.84;50.3;41.85;12;7.0;24;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;Paddy
23.68;57.9;28.78;32;0.0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;Maize
32.02;47.68;43.98;36;0.0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;Sugarcane
34.91;53.17;64.9;15;13.0;15;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;Paddy
31.87;56.38;39.33;40;2.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cotton
33.5;61.54;58.09;39;0.0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;Pulses
21.34;47.91;23.25;13;2.0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cotton
27.75;48.05;35.2;25;4.0;24;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;Oil seeds
27.41;57.31;54.62;20;4.0;14;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;Tobacco
36.6;74.72;50.92;39;0.0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Oil seeds
21.52;56.82;37.02;21;2.0;20;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Tobacco
39.1;77.95;44.22;13;0.0;36;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Cotton
30.22;56.38;60.39;14;10.0;33;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;Maize
24.32;66.77;37.7;26;0.0;16;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Ground Nuts
31.78;51.44;58.82;10;4.0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Cotton
