longitude,latitude,city,wrb4_code,physical_available_water_capacity,basic_organic_carbon,basic_c/n_ratio,texture_clay,texture_sand,texture_coarse_fragments,physical_reference_bulk_density,chemical_cation_exchange_capacity,chemical_clay_cec,chemical_total_exchangeable_bases,chemical_base_saturation,chemical_exchangeable_sodium_percentage,chemical_aluminum_saturation,salinity_electrical_conductivity,salinity_total_carbon_equivalent,salinity_gypsum_content,Ortalama En Yüksek Sıcaklık (°C)_Eylül,Ortalama En Yüksek Sıcaklık (°C)_Aralık,Ortalama En Düşük Sıcaklık (°C)_Ağustos,Ortalama Güneşlenme Süresi (saat)_Ağustos,Ortalama Güneşlenme Süresi (saat)_Aralık,Ortalama Yağışlı Gün Sayısı_Şubat,Ortalama Yağışlı Gün Sayısı_Mart,Ortalama Yağışlı Gün Sayısı_Nisan,Ortalama Yağışlı Gün Sayısı_Ağustos,Ortalama Yağışlı Gün Sayısı_Kasım,Ortalama Yağışlı Gün Sayısı_Yıllık,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Nisan,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Mayıs,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Haziran,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Ağustos,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Eylül,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Ekim,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Aralık,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Yıllık
33.6,39.2,Kırşehir,LPnt,0,1.164,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,26.7,6.9,16.8,11.2,3.3,9.57,11.7,11.87,2.4,7.9,101.4,42.7,46.2,37.5,11.8,14.9,30.6,44.9,385.4
33.6,39.4,Kırşehir,LPnt,0,1.164,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,26.7,6.9,16.8,11.2,3.3,9.57,11.7,11.87,2.4,7.9,101.4,42.7,46.2,37.5,11.8,14.9,30.6,44.9,385.4
33.6,39.6,Kırıkkale,CLha,151,1.175,9.0,25.0,39.0,10.0,1.78,18.0,59.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3,27.7,6.3,17.7,11.0,2.4,9.93,11.03,11.87,3.57,8.0,106.2,40.0,50.2,42.3,14.4,15.0,29.1,43.6,386.9
33.6,40.4,Çankırı,CLha,151,1.175,9.0,25.0,39.0,10.0,1.78,18.0,59.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3,27.5,5.7,14.6,9.9,2.0,9.27,9.9,11.43,5.0,7.13,105.5,45.2,57.8,45.5,22.9,20.0,32.5,45.9,427.9
33.6,40.6,Çankırı,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,27.5,5.7,14.6,9.9,2.0,9.27,9.9,11.43,5.0,7.13,105.5,45.2,57.8,45.5,22.9,20.0,32.5,45.9,427.9
33.6,40.8,Çankırı,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,27.5,5.7,14.6,9.9,2.0,9.27,9.9,11.43,5.0,7.13,105.5,45.2,57.8,45.5,22.9,20.0,32.5,45.9,427.9
33.6,41.0,Çankırı,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,27.5,5.7,14.6,9.9,2.0,9.27,9.9,11.43,5.0,7.13,105.5,45.2,57.8,45.5,22.9,20.0,32.5,45.9,427.9
33.6,41.2,Kastamonu,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,24.6,4.8,13.1,8.6,1.8,10.3,11.87,13.13,6.53,8.97,125.4,50.5,77.9,89.6,38.2,38.7,34.8,36.1,525.3
33.6,41.4,Kastamonu,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,24.6,4.8,13.1,8.6,1.8,10.3,11.87,13.13,6.53,8.97,125.4,50.5,77.9,89.6,38.2,38.7,34.8,36.1,525.3
33.6,41.6,Kastamonu,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,24.6,4.8,13.1,8.6,1.8,10.3,11.87,13.13,6.53,8.97,125.4,50.5,77.9,89.6,38.2,38.7,34.8,36.1,525.3
33.6,41.8,Kastamonu,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,24.6,4.8,13.1,8.6,1.8,10.3,11.87,13.13,6.53,8.97,125.4,50.5,77.9,89.6,38.2,38.7,34.8,36.1,525.3
33.8,36.4,Mersin,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,31.1,16.9,26.3,9.8,4.6,9.93,8.57,8.73,1.3,7.43,79.2,34.6,26.7,12.0,7.3,13.4,35.7,162.7,632.9
33.8,36.6,Mersin,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,31.1,16.9,26.3,9.8,4.6,9.93,8.57,8.73,1.3,7.43,79.2,34.6,26.7,12.0,7.3,13.4,35.7,162.7,632.9
33.8,36.8,Mersin,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,31.1,16.9,26.3,9.8,4.6,9.93,8.57,8.73,1.3,7.43,79.2,34.6,26.7,12.0,7.3,13.4,35.7,162.7,632.9
33.8,37.0,Mersin,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,31.1,16.9,26.3,9.8,4.6,9.93,8.57,8.73,1.3,7.43,79.2,34.6,26.7,12.0,7.3,13.4,35.7,162.7,632.9
33.8,37.2,Karaman,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,27.7,7.5,15.8,11.5,3.2,8.1,9.23,9.17,1.33,6.5,79.3,32.1,34.0,28.0,8.7,9.2,25.8,48.8,335.3
33.8,37.4,Karaman,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,27.7,7.5,15.8,11.5,3.2,8.1,9.23,9.17,1.33,6.5,79.3,32.1,34.0,28.0,8.7,9.2,25.8,48.8,335.3
33.8,37.6,Konya,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,26.7,6.3,17.2,10.8,3.3,8.97,9.8,10.83,2.63,7.13,95.2,34.2,38.2,27.8,6.5,15.9,29.7,45.6,325.3
33.8,37.8,Konya,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,26.7,6.3,17.2,10.8,3.3,8.97,9.8,10.83,2.63,7.13,95.2,34.2,38.2,27.8,6.5,15.9,29.7,45.6,325.3
33.8,38.0,Konya,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,26.7,6.3,17.2,10.8,3.3,8.97,9.8,10.83,2.63,7.13,95.2,34.2,38.2,27.8,6.5,15.9,29.7,45.6,325.3
33.8,38.2,Aksaray,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,27.2,7.7,17.0,11.2,3.0,10.23,11.63,11.6,2.53,7.77,99.2,40.4,43.1,24.7,6.2,12.4,25.9,44.8,349.4
33.8,38.4,Aksaray,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,27.2,7.7,17.0,11.2,3.0,10.23,11.63,11.6,2.53,7.77,99.2,40.4,43.1,24.7,6.2,12.4,25.9,44.8,349.4
33.8,38.6,Aksaray,LPnt,0,1.164,-3.0,-3.0,-3.0,-3.0,1.72,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,27.2,7.7,17.0,11.2,3.0,10.23,11.63,11.6,2.53,7.77,99.2,40.4,43.1,24.7,6.2,12.4,25.9,44.8,349.4
33.8,38.8,Aksaray,LPnt,0,1.164,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,27.2,7.7,17.0,11.2,3.0,10.23,11.63,11.6,2.53,7.77,99.2,40.4,43.1,24.7,6.2,12.4,25.9,44.8,349.4
33.8,39.2,Kırşehir,LPnt,0,1.164,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,26.7,6.9,16.8,11.2,3.3,9.57,11.7,11.87,2.4,7.9,101.4,42.7,46.2,37.5,11.8,14.9,30.6,44.9,385.4
33.8,39.4,Kırşehir,LPnt,0,1.164,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,26.7,6.9,16.8,11.2,3.3,9.57,11.7,11.87,2.4,7.9,101.4,42.7,46.2,37.5,11.8,14.9,30.6,44.9,385.4
33.8,39.6,Kırıkkale,CLha,151,1.175,9.0,25.0,39.0,10.0,1.78,18.0,59.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3,27.7,6.3,17.7,11.0,2.4,9.93,11.03,11.87,3.57,8.0,106.2,40.0,50.2,42.3,14.4,15.0,29.1,43.6,386.9
33.8,40.2,Kırıkkale,CLha,151,1.175,9.0,25.0,39.0,10.0,1.78,18.0,59.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3,27.7,6.3,17.7,11.0,2.4,9.93,11.03,11.87,3.57,8.0,106.2,40.0,50.2,42.3,14.4,15.0,29.1,43.6,386.9
33.8,40.4,Çankırı,CLha,151,1.175,9.0,25.0,39.0,10.0,1.78,18.0,59.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3,27.5,5.7,14.6,9.9,2.0,9.27,9.9,11.43,5.0,7.13,105.5,45.2,57.8,45.5,22.9,20.0,32.5,45.9,427.9
33.8,40.6,Çankırı,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,27.5,5.7,14.6,9.9,2.0,9.27,9.9,11.43,5.0,7.13,105.5,45.2,57.8,45.5,22.9,20.0,32.5,45.9,427.9
33.8,40.8,Çankırı,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,27.5,5.7,14.6,9.9,2.0,9.27,9.9,11.43,5.0,7.13,105.5,45.2,57.8,45.5,22.9,20.0,32.5,45.9,427.9
33.8,41.0,Çankırı,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,27.5,5.7,14.6,9.9,2.0,9.27,9.9,11.43,5.0,7.13,105.5,45.2,57.8,45.5,22.9,20.0,32.5,45.9,427.9
33.8,41.2,Kastamonu,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,24.6,4.8,13.1,8.6,1.8,10.3,11.87,13.13,6.53,8.97,125.4,50.5,77.9,89.6,38.2,38.7,34.8,36.1,525.3
33.8,41.4,Kastamonu,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,24.6,4.8,13.1,8.6,1.8,10.3,11.87,13.13,6.53,8.97,125.4,50.5,77.9,89.6,38.2,38.7,34.8,36.1,525.3
33.8,41.6,Kastamonu,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,24.6,4.8,13.1,8.6,1.8,10.3,11.87,13.13,6.53,8.97,125.4,50.5,77.9,89.6,38.2,38.7,34.8,36.1,525.3
33.8,41.8,Kastamonu,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,24.6,4.8,13.1,8.6,1.8,10.3,11.87,13.13,6.53,8.97,125.4,50.5,77.9,89.6,38.2,38.7,34.8,36.1,525.3
34.0,36.4,Mersin,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,31.1,16.9,26.3,9.8,4.6,9.93,8.57,8.73,1.3,7.43,79.2,34.6,26.7,12.0,7.3,13.4,35.7,162.7,632.9
34.0,36.6,Mersin,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,31.1,16.9,26.3,9.8,4.6,9.93,8.57,8.73,1.3,7.43,79.2,34.6,26.7,12.0,7.3,13.4,35.7,162.7,632.9
34.0,36.8,Mersin,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,31.1,16.9,26.3,9.8,4.6,9.93,8.57,8.73,1.3,7.43,79.2,34.6,26.7,12.0,7.3,13.4,35.7,162.7,632.9
34.0,37.0,Mersin,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,31.1,16.9,26.3,9.8,4.6,9.93,8.57,8.73,1.3,7.43,79.2,34.6,26.7,12.0,7.3,13.4,35.7,162.7,632.9
34.0,37.2,Karaman,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,27.7,7.5,15.8,11.5,3.2,8.1,9.23,9.17,1.33,6.5,79.3,32.1,34.0,28.0,8.7,9.2,25.8,48.8,335.3
34.0,37.4,Karaman,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,27.7,7.5,15.8,11.5,3.2,8.1,9.23,9.17,1.33,6.5,79.3,32.1,34.0,28.0,8.7,9.2,25.8,48.8,335.3
34.0,37.6,Zonguldak,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,23.2,11.5,19.2,8.3,2.1,15.93,15.6,12.73,7.03,13.6,152.2,57.1,59.5,83.0,81.6,125.9,147.5,161.8,1238.6
34.0,37.8,Zonguldak,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,23.2,11.5,19.2,8.3,2.1,15.93,15.6,12.73,7.03,13.6,152.2,57.1,59.5,83.0,81.6,125.9,147.5,161.8,1238.6
34.0,38.2,Aksaray,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,27.2,7.7,17.0,11.2,3.0,10.23,11.63,11.6,2.53,7.77,99.2,40.4,43.1,24.7,6.2,12.4,25.9,44.8,349.4
34.0,38.4,Aksaray,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,27.2,7.7,17.0,11.2,3.0,10.23,11.63,11.6,2.53,7.77,99.2,40.4,43.1,24.7,6.2,12.4,25.9,44.8,349.4
34.0,38.6,Aksaray,LPnt,0,1.175,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,27.2,7.7,17.0,11.2,3.0,10.23,11.63,11.6,2.53,7.77,99.2,40.4,43.1,24.7,6.2,12.4,25.9,44.8,349.4
34.0,38.8,Aksaray,LPnt,0,1.164,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,27.2,7.7,17.0,11.2,3.0,10.23,11.63,11.6,2.53,7.77,99.2,40.4,43.1,24.7,6.2,12.4,25.9,44.8,349.4
34.0,39.0,Kırşehir,LPnt,0,1.164,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,26.7,6.9,16.8,11.2,3.3,9.57,11.7,11.87,2.4,7.9,101.4,42.7,46.2,37.5,11.8,14.9,30.6,44.9,385.4
34.0,39.2,Kırşehir,LPnt,0,1.164,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,26.7,6.9,16.8,11.2,3.3,9.57,11.7,11.87,2.4,7.9,101.4,42.7,46.2,37.5,11.8,14.9,30.6,44.9,385.4
34.0,39.4,Kırşehir,LPnt,0,1.164,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,26.7,6.9,16.8,11.2,3.3,9.57,11.7,11.87,2.4,7.9,101.4,42.7,46.2,37.5,11.8,14.9,30.6,44.9,385.4
34.0,39.6,Kırşehir,CLha,151,1.175,9.0,25.0,39.0,10.0,1.78,18.0,59.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3,26.7,6.9,16.8,11.2,3.3,9.57,11.7,11.87,2.4,7.9,101.4,42.7,46.2,37.5,11.8,14.9,30.6,44.9,385.4
34.0,39.8,Kırıkkale,CLha,151,1.175,9.0,25.0,39.0,10.0,1.78,18.0,59.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3,27.7,6.3,17.7,11.0,2.4,9.93,11.03,11.87,3.57,8.0,106.2,40.0,50.2,42.3,14.4,15.0,29.1,43.6,386.9
34.0,40.0,Kırıkkale,CLha,151,1.175,9.0,25.0,39.0,10.0,1.78,18.0,59.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3,27.7,6.3,17.7,11.0,2.4,9.93,11.03,11.87,3.57,8.0,106.2,40.0,50.2,42.3,14.4,15.0,29.1,43.6,386.9
34.0,40.2,Çorum,CLha,151,1.175,9.0,25.0,39.0,10.0,1.78,18.0,59.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3,26.7,6.5,13.1,10.0,2.0,10.57,13.57,13.73,4.1,8.7,123.2,46.6,61.7,63.5,19.0,24.9,27.9,43.0,448.8
34.0,40.4,Çankırı,CLha,151,1.175,9.0,25.0,39.0,10.0,1.78,18.0,59.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3,27.5,5.7,14.6,9.9,2.0,9.27,9.9,11.43,5.0,7.13,105.5,45.2,57.8,45.5,22.9,20.0,32.5,45.9,427.9
34.0,40.6,Çankırı,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,27.5,5.7,14.6,9.9,2.0,9.27,9.9,11.43,5.0,7.13,105.5,45.2,57.8,45.5,22.9,20.0,32.5,45.9,427.9
34.0,40.8,Çankırı,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,27.5,5.7,14.6,9.9,2.0,9.27,9.9,11.43,5.0,7.13,105.5,45.2,57.8,45.5,22.9,20.0,32.5,45.9,427.9
34.0,41.0,Kastamonu,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,24.6,4.8,13.1,8.6,1.8,10.3,11.87,13.13,6.53,8.97,125.4,50.5,77.9,89.6,38.2,38.7,34.8,36.1,525.3
34.0,41.2,Kastamonu,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,24.6,4.8,13.1,8.6,1.8,10.3,11.87,13.13,6.53,8.97,125.4,50.5,77.9,89.6,38.2,38.7,34.8,36.1,525.3
34.0,41.4,Kastamonu,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,24.6,4.8,13.1,8.6,1.8,10.3,11.87,13.13,6.53,8.97,125.4,50.5,77.9,89.6,38.2,38.7,34.8,36.1,525.3
34.0,41.6,Kastamonu,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,24.6,4.8,13.1,8.6,1.8,10.3,11.87,13.13,6.53,8.97,125.4,50.5,77.9,89.6,38.2,38.7,34.8,36.1,525.3
34.0,41.8,Kastamonu,CMca,168,1.164,10.0,29.0,31.0,5.0,1.83,17.0,48.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1,24.6,4.8,13.1,8.6,1.8,10.3,11.87,13.13,6.53,8.97,125.4,50.5,77.9,89.6,38.2,38.7,34.8,36.1,525.3
34.2,36.6,Mersin,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,31.1,16.9,26.3,9.8,4.6,9.93,8.57,8.73,1.3,7.43,79.2,34.6,26.7,12.0,7.3,13.4,35.7,162.7,632.9
34.2,36.8,Mersin,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,31.1,16.9,26.3,9.8,4.6,9.93,8.57,8.73,1.3,7.43,79.2,34.6,26.7,12.0,7.3,13.4,35.7,162.7,632.9
34.2,37.0,Mersin,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,31.1,16.9,26.3,9.8,4.6,9.93,8.57,8.73,1.3,7.43,79.2,34.6,26.7,12.0,7.3,13.4,35.7,162.7,632.9
34.2,37.2,Karaman,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,27.7,7.5,15.8,11.5,3.2,8.1,9.23,9.17,1.33,6.5,79.3,32.1,34.0,28.0,8.7,9.2,25.8,48.8,335.3
34.2,37.4,Konya,LPli,12,3.163,12.0,20.0,51.0,22.0,1.72,16.0,35.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3,26.7,6.3,17.2,10.8,3.3,8.97,9.8,10.83,2.63,7.13,95.2,34.2,38.2,27.8,6.5,15.9,29.7,45.6,325.3
34.2,37.6,Zonguldak,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,23.2,11.5,19.2,8.3,2.1,15.93,15.6,12.73,7.03,13.6,152.2,57.1,59.5,83.0,81.6,125.9,147.5,161.8,1238.6
34.2,37.8,Zonguldak,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,23.2,11.5,19.2,8.3,2.1,15.93,15.6,12.73,7.03,13.6,152.2,57.1,59.5,83.0,81.6,125.9,147.5,161.8,1238.6
34.2,38.0,Niğde,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,26.3,7.4,15.6,11.0,3.7,8.4,11.0,12.3,2.13,7.37,94.3,41.1,43.4,29.2,7.7,12.4,30.3,42.5,349.9
34.2,38.2,Aksaray,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,27.2,7.7,17.0,11.2,3.0,10.23,11.63,11.6,2.53,7.77,99.2,40.4,43.1,24.7,6.2,12.4,25.9,44.8,349.4
34.2,38.4,Aksaray,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,27.2,7.7,17.0,11.2,3.0,10.23,11.63,11.6,2.53,7.77,99.2,40.4,43.1,24.7,6.2,12.4,25.9,44.8,349.4
34.2,38.6,Aksaray,LPnt,0,1.175,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,27.2,7.7,17.0,11.2,3.0,10.23,11.63,11.6,2.53,7.77,99.2,40.4,43.1,24.7,6.2,12.4,25.9,44.8,349.4
34.2,38.8,Çorum,LPnt,0,1.175,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,26.7,6.5,13.1,10.0,2.0,10.57,13.57,13.73,4.1,8.7,123.2,46.6,61.7,63.5,19.0,24.9,27.9,43.0,448.8
34.2,39.0,Kırşehir,LPnt,0,1.164,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,26.7,6.9,16.8,11.2,3.3,9.57,11.7,11.87,2.4,7.9,101.4,42.7,46.2,37.5,11.8,14.9,30.6,44.9,385.4
34.2,39.2,Kırşehir,LPnt,0,1.164,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,26.7,6.9,16.8,11.2,3.3,9.57,11.7,11.87,2.4,7.9,101.4,42.7,46.2,37.5,11.8,14.9,30.6,44.9,385.4
34.2,39.4,Kırşehir,LPnt,0,1.164,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,26.7,6.9,16.8,11.2,3.3,9.57,11.7,11.87,2.4,7.9,101.4,42.7,46.2,37.5,11.8,14.9,30.6,44.9,385.4
34.2,39.6,Kırşehir,CLha,151,1.175,9.0,25.0,39.0,10.0,1.78,18.0,59.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3,26.7,6.9,16.8,11.2,3.3,9.57,11.7,11.87,2.4,7.9,101.4,42.7,46.2,37.5,11.8,14.9,30.6,44.9,385.4
34.2,39.8,Yozgat,CLha,151,1.175,9.0,25.0,39.0,10.0,1.78,18.0,59.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3,23.7,4.9,14.2,10.4,2.9,10.33,11.97,12.77,3.03,8.03,110.1,58.4,68.8,47.1,16.9,22.0,40.4,76.7,595.7
34.2,40.0,Çorum,CLha,151,1.175,9.0,25.0,39.0,10.0,1.78,18.0,59.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3,26.7,6.5,13.1,10.0,2.0,10.57,13.57,13.73,4.1,8.7,123.2,46.6,61.7,63.5,19.0,24.9,27.9,43.0,448.8
34.2,40.2,Çorum,CLha,151,1.175,9.0,25.0,39.0,10.0,1.78,18.0,59.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3,26.7,6.5,13.1,10.0,2.0,10.57,13.57,13.73,4.1,8.7,123.2,46.6,61.7,63.5,19.0,24.9,27.9,43.0,448.8
34.2,40.4,Çorum,CLha,151,1.175,9.0,25.0,39.0,10.0,1.78,18.0,59.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3,26.7,6.5,13.1,10.0,2.0,10.57,13.57,13.73,4.1,8.7,123.2,46.6,61.7,63.5,19.0,24.9,27.9,43.0,448.8
