n,p,k,temperature,humidity,ph,rainfall,label
37,77,20,2593381964,6870533022,7080506001,5102372773,lentil
0,67,22,2982112112,694073209,65937983870000000,5156461082,lentil
7,73,25,2752185591,6313215259,728805662,4520841071,lentil
10,56,18,2799627907,686428593,732710972,4610585191,lentil
39,70,15,2076774783,6390164154,6366355781,479271552,lentil
26,56,22,2305276444,60424786,7011121216,5260285259,lentil
9,77,17,2165845777,6358337146,6280725549,3807659414,lentil
4,59,19,2625070298,6762779652,7621494566,408106299,lentil
34,73,15,2097195263,6383179889,7630424082999990,5310207889,lentil
33,77,15,2389736406,6632102048,7802212437,4074536757,lentil
2,24,38,2455981624,9163536236,5922935513,1119684622,pomegranate
6,18,37,1965690085,8993701023,5937649577999990,1080458926,pomegranate
8,26,36,1878359608,874024767,6804781106,1025184759,pomegranate
37,18,39,241469628,945110662,6424670614,1102316633,pomegranate
0,27,38,2244581266,8990147027,67380162210000000,1093905998,pomegranate
31,25,38,2496273236,9240501423,64973666770000000,1094169192,pomegranate
21,21,38,225526059,8932594859999990,6327673765,1048955643,pomegranate
6,30,40,2277035608,9145498527,636137446,1069659201,pomegranate
25,27,41,1920090378,9427659596,69235093710000000,1080423555,pomegranate
15,11,38,2312808226,9268328358,6630646082999990,1093930157,pomegranate
14,5,36,2492639065,8519098079,5832525853,1047693804,pomegranate
16,10,41,2477464458,8563608688,6738993954,1057595811,pomegranate
36,7,37,198671184,8635590206,5782435567,1083168858,pomegranate
4,20,41,2426601316,937974061,6537042717,1045375109,pomegranate
29,22,40,2362600218,8973266695,6145104401,1076836871,pomegranate
16,15,42,1967832052,8908935702,6890784045,1085468633,pomegranate
18,27,41,2236509395,9230882391,7175344328,1048216333,pomegranate
11,18,42,2157936934,9488267728,5938528744,1028593382,pomegranate
5,15,38,1826233221,8816779129,5709380472,1080756727,pomegranate
18,23,44,2371028128,8961794165,6184400085,10564999070000000,pomegranate
9,8,40,2248720144,899224883,6553509673,1116631582,pomegranate
40,27,45,21660249800000000,9479397419,5885638185,1124349689,pomegranate
22,23,44,2013037175,8931505137,61438746910000000,1073416913,pomegranate
9,16,39,1841164435,9111927248,6101198974,1051834976,pomegranate
12,29,40,1968291173,8975272999,6594037135,1112818551,pomegranate
0,17,42,2320242586,9119442671,68598408210000000,1090946323,pomegranate
2,21,44,1892157197,8731290342,656893406,1028013275,pomegranate
28,6,40,2210621387,9134039616,6769855664,1068704803,pomegranate
8,23,44,1847412402,8968919664,7130837931,1084758509,pomegranate
29,16,36,1981069447,8892944254,57403380020000000,102860084,pomegranate
17,18,43,244880844,9083687246,5843005428,1031969341,pomegranate
34,21,42,1875927679,8993457597,66486872739999900,1110196744,pomegranate
21,23,42,1954128063,9029751796,6902751061,1043739878,pomegranate
25,17,40,1891251245,8774938524,6608023872,11128005159999900,pomegranate
8,25,36,1991330523,9495031368,6828522375,1040277061,pomegranate
26,18,42,1972620525,8964934166,6910374919,10822872759999900,pomegranate
4,19,42,2383185873,8784034604,6306605528,1112232716,pomegranate
36,24,41,2494467632,9425702672,7009180374,1038799347,pomegranate
5,24,40,24692258,9387030088,62979075789999900,1046735454,pomegranate
19,17,39,2472485577,8556083187,6728599215,1112787584,pomegranate
39,30,38,2012644921,8759629625,6965156737999990,108065579,pomegranate
5,29,44,2102432943,930569505,5578095745,1047847006,pomegranate
4,24,43,2240423537,881508343,7199504273,1098695196,pomegranate
38,21,35,2033691147,8938003827,5841367187,1109653137,pomegranate
37,11,36,2424779615,8556033312,6710143266,1069216033,pomegranate
9,25,41,2481530144,9190842992,5972714857000000,1092853418,pomegranate
29,22,43,1966329768,8795158129,5561851831,1060380805,pomegranate
5,21,38,2243377991,903396556,6107054807999990,112459697,pomegranate
22,26,38,2292052307,8512912161,6988035315,1102437841,pomegranate
4,18,37,2291843172,8540695044,713147457,1062817706,pomegranate
21,6,41,2488244467,8939686219,7086947687,1071951707,pomegranate
29,21,45,2340981539,9313277,6749260456,1052240743,pomegranate
23,5,44,2120725375,9426304717,716300467,1075660804,pomegranate
13,7,43,1820230419,9112282162,7013481515,10966239740000000,pomegranate
5,13,37,2234375696,897870345,56482436489999900,1033183074,pomegranate
27,24,41,2432770134,9088292835,6610251186,1104606459,pomegranate
7,23,35,1975088482,8871691157,7054313822999990,1025538035,pomegranate
12,20,39,1986173586,8619740917,6026999326,1110217929,pomegranate
4,19,43,1807132963,9314554876,57794274020000000,1063602023,pomegranate
3,9,45,2389162561,8961850203,6535244251,104617522,pomegranate
1,27,36,2398598756,9334236582,5684995235,104991282,pomegranate
23,30,44,2093892916,8542912869,612476108,1030295938,pomegranate
24,21,42,2082210727,8722815682,6999014379,1094429934,pomegranate
13,30,37,2086474944,9161793636,6277148771,1068685636,pomegranate
40,11,44,2445840036,8610874614,6322396027000000,1113779693,pomegranate
21,9,40,2451147697,9064498715,5956401828,1056209954,pomegranate
3,27,44,2456811204,9203009222,6591302797000000,1109633894,pomegranate
40,29,42,2463228709,8901574455,7104094929,1106956184,pomegranate
14,25,40,2007386547,9097819712,6407872061,1037084055,pomegranate
38,14,37,2180523051,9463612858,6658402594,1026488846,pomegranate
34,9,36,228122645,8634233767,6276038961,1104432293,pomegranate
32,14,37,2273031253,8848567856,6825256236,1046843243,pomegranate
18,21,35,232801227,9494330457,6368560522,1111382096,pomegranate
8,23,38,1930106297,871775172,7005410734,1054766591,pomegranate
15,6,41,190087067,8883768149,68973684770000000,1086793978,pomegranate
0,5,36,2435193812,9088612388,6152906502,105529185,pomegranate
22,9,44,2472235539,8887651295,5744361602000000,1121926517,pomegranate
14,8,43,2192513945,9446485312,7051654924,11171620159999900,pomegranate
31,11,45,2483954414,8688738076,6034612928,1076435771,pomegranate
39,17,45,1809691127,9042177379,69244907310000000,10488188999999900,pomegranate
10,5,42,2024104904,9108706822,6887005997,1092537734,pomegranate
8,28,38,2322594,9442971362,68444019,1056917856,pomegranate
32,13,42,2350128217,9297527546,5786058032000000,10661905,pomegranate
18,9,40,1944623085,8902127045,5627186257000000,1061606833,pomegranate
20,27,41,2051343484,9251675903,5700088663,1105764023,pomegranate
39,25,36,1890223032,9499897537,5567805185,1076103211,pomegranate
20,7,45,1890592319,8924126808,6077886012,1124750941,pomegranate
11,10,45,2263045168,8845577158,6397995609,1090357597,pomegranate
40,18,43,1938603815,8679058496,5767372539,10991309840000000,pomegranate
3,26,39,2438318965,9119431555,7079973241,1036012114,pomegranate
9,16,36,2377989026,9293386903,5893332377999990,106977723,pomegranate
30,20,38,2259890174,9316343942,7058222596,1100932899,pomegranate
40,9,41,2437766782,854017118,578270695,106128338,pomegranate
40,30,35,2089273273,9107776977,6269663962999990,1044407083,pomegranate
32,25,35,1809903225,8570786282,5892913826,1070050976,pomegranate
33,23,45,2000218987,8583618191,7116538883,112337046,pomegranate
4,14,41,1985139326,8980732335,6430163481,1028186358,pomegranate
13,17,45,2125433607,9265058936,7159520979,1062784673,pomegranate
39,24,39,2365374106,9332657504,6431265737,1098076178,pomegranate
8,28,37,2388404783,8620613842,6082571701,1083121789,pomegranate
91,94,46,2936792366,7624900101,6149934034,9282840911,banana
105,95,50,2733368994,8367675197,5849076099,1010494791,banana
108,92,53,2740053601,8296221306,6276800323,1049378,banana
86,76,54,293159075,8011585705,5926824754,9010978128,banana
80,77,49,2605433004,7939654531,5519088423,1132297373,banana
93,94,53,2586632408,8442379269,6079178787999990,1145357503,banana
90,92,55,2700932084,8018546798,613465588,9732531705,banana
108,89,53,2955054817,7806762846,58084976039999900,9934482238,banana
108,88,55,2628845991,83390039,5891458107,1138729798,banana
105,77,52,2916226551,7616151562,58166224789999900,1000075679,banana
118,88,52,2865003945,8268752542,58431631610000000,9875084366,banana
101,87,54,2907311132,7650045221,6376756632999990,1001692639,banana
95,75,50,2808166093,7526429821,5623615687000000,1182761894,banana
106,85,53,271994597,7880860679999990,591505509,9972430835,banana
86,95,49,2805484146,7804602887,6458714879,1083957179,banana
83,79,55,2514748006,8334688193,5565028635,9866679427,banana
85,95,47,2594019018,783422098,6211833161,11984797,banana
109,79,45,2766752761,7968542782,6490074429,10866464,banana
100,76,45,2556703012,7594067692,5590236025,1027867717,banana
117,86,48,286956201,8254195839,62252252389999900,1161616839,banana
114,94,53,2633544853,768532006,61907574589999900,1186858263,banana
110,78,50,2593730186,7889864446,5915568968,9821747528,banana
94,70,48,2513686519,8488394407,6195152442,9146442491,banana
80,71,47,2750527651,8079783998,6156373499,1050776992,banana
114,79,51,2621009246,8234429458,6313197204,1120700033,banana
88,78,45,2910403455,7919588629,6324270089,9207835761,banana
112,73,48,29244063800000000,7732017166,57074889870000000,9066727868,banana
117,76,47,2556202173,7738229006,6119216009,9310247183,banana
111,87,48,263985515,8136028902,5571401169,9816752001,banana
89,83,47,2809577643,7779586769,563127166,1095408614,banana
93,91,47,2784767901,8331110751,6101241579,1172878912,banana
92,81,52,2739341554,814654833,6438137278999990,9431102057,banana
105,74,45,2514517635,8138204104,6098369122,119218154,banana
102,71,48,2865456263,7928693687,5695267822000000,1024633775,banana
94,91,51,2916093424,7667484233,56180944460000000,109575944,banana
116,71,47,2757278064,820638878,6435785799,9134276507,banana
117,79,49,2540909896,8236208097,6176644228,1129794804,banana
119,72,55,2599069521,8333983116,6220643671,1120777152,banana
99,73,53,2629039046,8106003778,58717022110000000,1186730366,banana
91,84,52,2914827211,7871024836,6390741836,117536781,banana
80,90,47,2659743595,7935898915,621084479,1073944717,banana
101,70,48,2536059237,7503193255,6012696655,1165531455,banana
108,89,53,2912036889,8018080728,5908770059,1123982055,banana
100,80,52,2753911354,7725629897,6049801781,1103262123,banana
109,91,53,2966727337,8351014178,6010095852999990,1102511102,banana
82,78,46,2505802193,8497323747,5738678895,1104408803,banana
106,70,55,2586824781,7852399914,574055541,1163019555,banana
90,86,52,2585036988,8195580471,5793260262,11908561709999900,banana
83,95,50,2651682337,7779913575,550947065,1088547508,banana
119,90,48,2866725136,7959242542,5986442306,1182583441,banana
107,72,45,2814938935,8154448882,5790768046,9140508414,banana
116,81,55,2642313317,8369950440000000,5915546415,9512322062,banana
101,75,50,2659386409,8140740301,6242528277999990,1099825551,banana
93,81,50,2771822477,7657853189,60360792660000000,1022099836,banana
95,75,45,2898333432,8295958244,5829898502000000,109022564,banana
107,71,55,2942017919,8396754496,6088064451,117229079,banana
83,94,47,2739872329,8110523402,6469370954,1121355384,banana
102,73,54,264020227,8441007614,5720726906,1110162259,banana
86,79,45,2781251452,8269285419,580766417,9920961514,banana
117,86,53,2519640218,8355829874,5703381727999990,1158586081,banana
111,79,53,2831193338,7577363772,6165001277999990,119695765,banana
95,74,50,2590113128,8047152737,6002481605,11010323,banana
91,75,55,2748612983,7611239849,6212369363,1092768851,banana
93,83,46,2938254012,8350423735,5765308943,1092486647,banana
92,85,51,2922118628,8108183635,5740764682000000,1088616474,banana
104,80,54,2709062164,8133506906,5879119455,1101331182,banana
103,72,51,2612643374,8181365007,6099478745,1044812858,banana
92,75,45,2901207743,7795192527,56744033589999900,9043495443,banana
93,85,49,2796799119,7928625709,5694243847,1194765557,banana
120,87,52,280764455,7605522115,5905494703,11899235729999900,banana
108,72,46,2516278237,8497849241,6110844721,9094554618,banana
105,88,54,2578749808,8451194224,6020445317,1142005455,banana
98,79,50,2534119774,8447321314,6435917308,9106493353,banana
111,88,55,2944795403,7834971537,5505393832999990,9645042585,banana
97,74,45,2647522633,7851833782,5677719902000000,1131161095,banana
95,82,48,2739489579,8331172003,5719014989,9278133617,banana
89,91,55,2508347445,8026173100000000,6275572297999990,9432961456,banana
89,85,55,26671983500000000,7648541655,6275384607,9173358569,banana
118,88,51,2544926208,7949221962,6201911642000000,1006619171,banana
101,92,45,2822776705,8064303840000000,5758054257,9800403016,banana
99,92,47,28127950899999900,7748247073,63239336470000000,1035045395,banana
82,77,46,289470467,821888998,5901100841,9583016448,banana
90,86,55,2796236771,8415403614,5644486582000000,9755986676,banana
95,88,52,2800316034,7890085998,6235461772000000,9468180316,banana
104,73,46,291400919,801190228,628236237,9045142867,banana
102,73,52,279122104,8336307683,6356090905,9024211529,banana
100,74,52,2543480512,8153977797,5837258235,9647800391,banana
94,89,48,2855980972,8451602322,5653437902,1110843029,banana
99,70,46,2659580783,8299556744,5727469947,1005123341,banana
112,87,48,2719711623,7739706290000000,6200111067999990,9946950465,banana
117,82,45,2529391516,7929122198,5614471478,1054220251,banana
96,86,51,2990888522,7698740841,6257369799,9199964712,banana
113,85,45,2794972463,7663713353,6037430836,1090921631,banana
105,93,46,2501018457,7876260938,5760457558,1083690513,banana
85,89,51,2921144871,8470189923,61581644220000000,1085501443,banana
108,94,47,2735911627,8454625006,6387431382999990,9081250457,banana
92,81,52,280106804,7652808057,5891413895,1037040783,banana
110,71,54,2867208915,8220793613,5725418961,9437987496,banana
82,75,55,2734585147,7848738349999990,6281069505,9215524332,banana
117,81,53,2950704598,7820585613,5507641777999990,9812565829,banana
2,40,27,2973770045,4754885174,5954626604,9009586854,mango
39,24,31,3355695561,5372979826,4757114897,9867527561,mango
21,26,27,2700315545,4767525434,56995869720000000,9585118326,mango
25,22,25,3356150184,4553556603,5977413802999990,9570525913,mango
0,21,32,3589855625,5425964196,6430139436,9219721736,mango
20,19,35,3417719782,5062161586,6113935087000000,9800687989,mango
19,21,34,3001592643,5319212381,5074272692,9772843182,mango
18,17,31,3174592134,4516127859,5667507706,9375441586,mango
11,36,33,3599009679,5222780489,5978634285,953713484,mango
30,28,30,3186641378,5219331595,5064613314,9846768642,mango
18,19,27,2775518664,5234605806,4772385986000000,9411213345,mango
23,23,27,3472413192,514271781,5161148592,9731258083,mango
37,30,34,2753907547,5363549533,6797779227,9935408185,mango
11,27,30,2769637763,4856224879999990,639474303,8985646496,mango
12,19,31,2725373364,5266319725,5566704378,9187312479,mango
3,28,33,3033723921,4888704844,5755049971,9442850522,mango
37,38,32,3185744939,4553106268,5417340525,9155845821,mango
26,37,30,3539986338,4945962621,61661738339999900,9741054011,mango
14,18,30,2980747243,5213797867,5191265116,9574606104,mango
40,16,35,3416438906,5416482251,4954739564,9833351125,mango
4,20,25,2893270187,4794053996,5664587011,999834242,mango
36,25,33,2798392787,5333018851,5548584852,9961465679,mango
30,17,31,3120478173,5449960506,6804437106,9462954663,mango
28,37,28,3213409675,5052559148,6097869767000000,9863333684,mango
38,15,30,2891862016,4813974548,5075504537,9701331604,mango
12,37,30,3109779147,4741196659,4546466109,9028624348,mango
38,19,31,3473823882,4908864345,5855119267999990,9065022183,mango
8,33,29,2998080499,4948613279,6442393461,9182271568,mango
15,27,28,3380398664,4612866113,4507523551,9082549241,mango
34,16,25,3007202564,5096040505,610729559,9209609766,mango
11,36,31,2792063282,5177965917,647544932,1002585673,mango
33,29,34,3140948821,4921729127,68329795089999900,9299739415,mango
12,31,26,357877738,5194190321,5395275719,1002160615,mango
12,34,28,3336140093,4502236377,613526938,9881596545,mango
5,16,31,3596054636,4869677802,4555688532,9800644238,mango
1,30,29,2833333307,5139586505,64341977560000000,9167241761,mango
16,35,31,3227652024,5019368841,5316875978000000,9599487068,mango
35,18,26,3199490489,5084881347,5279388967,9738741498,mango
4,40,26,2758258929,4856916221,6720041791,958445641,mango
9,29,34,2938471637,4588744691,572742254,1008124659,mango
2,38,33,3238697531,532328243,4691396195,9021633216,mango
26,32,32,3091471455,4992963856,6810186079,9014047759,mango
34,38,31,3537775595,4558110023,6454045329,9741586402,mango
5,32,33,3232362177,5258967710000000,5842763773,9336718816,mango
31,29,26,2822373428,4740519056,5024124683999990,9776832322,mango
34,34,35,2727433181,4716808054,6422710539,95257992,mango
36,19,32,2710710832,5070880979,494295037,9237238878,mango
7,17,26,3489226666,4875613373,6414526606,9163074547,mango
38,15,27,337462686,4850387598,6777788126,9226439205,mango
5,19,25,27351105600000000,5443945147,6441328044,9627792547,mango
37,36,26,3289300162,5261323969,4650536197,9449161372,mango
21,31,32,3538598705,5142664176,5254532213,9029643888,mango
37,36,27,27552973600000000,4790859131,5910634533,9040332704,mango
23,23,30,3282141065,4745553843,4755273631000000,9089173106,mango
36,26,26,3017294105,510845903,6814630246,9523444287,mango
24,33,35,2926382931,5482257868,5342866119,1007586226,mango
26,18,30,3206097197,5108494181,63362346239999900,9659816497,mango
22,17,26,2869818144,4771875722,4754435025,99642454,mango
11,34,32,2914305008,4940983294,6831706773,9755155537,mango
29,35,28,28347161100000000,5353903102,69674177660000000,9040260445,mango
22,28,26,2767256197,4541692012,4947683034,9284991507,mango
23,24,32,281218093,4616888595,5630619901,9330247448,mango
1,35,34,3079375683,4669536813,627339822,9221318555,mango
2,24,34,2889409382,5480750249,6472774648,9476322976,mango
39,37,25,3333024826,4561143594,6953246506,9828583013,mango
15,36,27,2778912455,5396886679,56437102160000000,9101152997,mango
3,18,31,3165333432,4820662669,6392313972999990,9109745581,mango
8,38,32,2975150773,4673723302,4981816523,91405983,mango
33,31,34,3132995611,5022287593,5421265282999990,8978216168,mango
14,29,32,3563627319,4897047762,6942520105,9751952041,mango
18,20,26,3166524687,5198594645,5435840509,8998024312,mango
9,21,32,3226935342,5356092806,5870116071,9594035356,mango
20,30,27,2781005614,5159445462,474910393,9589898581,mango
9,38,25,3458561471,5034035336,5497946899,1003060719,mango
26,24,34,3127180992,5223810152,6811291098,8974409017,mango
31,36,29,3393679864,5272170281,6460542749,974611918,mango
14,18,35,3109154239,4702058367,4791146778,9146664318,mango
40,16,35,3189356292,4902450149,64841522000000000,8959371481,mango
28,27,34,3245465292,5069693751,6526654345,9504871605,mango
0,17,30,3547478322,4797230503,6279133738,9779072474,mango
1,29,29,2732961444,4930347234,6052026047000000,9353197359,mango
2,36,31,3090225239,4995955487,573171945,9177522598,mango
12,27,26,2909382275,455661059,532307197,9623520043,mango
7,28,35,3002086169,4678393776,466910839,9663721027,mango
0,36,26,3413072188,5125786185,5101206389,9638808001,mango
26,35,31,3344619894,5305980465,5339556562,9805089394,mango
27,21,30,353915464,5248823147,5061081874,9122881052,mango
22,38,31,3153356352,5306009323,58211060360000000,9857025046,mango
22,18,31,30764551500000000,4793791463,5956027059,9038503469,mango
28,23,28,3001821337,5009831810000000,5676032581,9608745082,mango
7,31,27,3132863689,4759319575,6524114355,9467344737,mango
29,34,26,3388004781,5439416048,62739536760000000,8929147581,mango
8,37,33,2807802689,549640534,6128167757000000,9745373619,mango
39,16,27,3553845018,5294641947,4934964765,9154560427,mango
40,24,25,2870595247,5044030129,5445008416,958946444,mango
19,38,26,3148451729,4877926304,4525722333,9317221967,mango
21,21,30,2769819273,5141593238,5403908327999990,1007720705,mango
22,18,33,3041235793,5248100602,6621623545,9392375879,mango
31,20,30,3217752026,5401352682,6207495815,9188766069,mango
18,26,31,32611261400000000,4774916499,5418475257000000,9110190759,mango
24,130,195,2999677232,8154156612,6112305667,6712534492,grapes
13,144,204,307280404,8242614055,6092241627000000,6838135469,grapes
22,123,205,3244577836,8388504863,5896343436,6873932528,grapes
36,125,196,3746566825,8065968681,615526103,6683872293,grapes
24,131,196,2203296178,8374372787,5732453638,6534440794,grapes
2,123,198,3964851881,8221079946,6253034534,7039906054,grapes
35,140,197,1677557314,8275241875,6106190557000000,6676285469,grapes
11,122,195,1214190714,8356812483,5647202395,6963122027,grapes
6,123,203,127567962,8162497448,6130310493,6677844567,grapes
17,134,204,3904071989,8018393287,6499604931,7388467027,grapes
25,130,197,3970772192,8268593454,5554831977,7491506217,grapes
27,145,205,9467960445,8229335466,5800242694,6602765219,grapes
9,122,201,2958748357,8091934392,5570290539,6806417307,grapes
16,139,203,1782803682,8096093443,627564088,6584748763,grapes
32,141,204,8825674745,8289753705,5536645599,67235765,grapes
22,138,195,2783487131,8351444973,6208196881,7302882766,grapes
31,144,202,1102105378,8055557235,5870600622,6823963161,grapes
3,136,205,175862944,8084806564,6334771461,7140654520000000,grapes
28,122,197,1989363946,8273366439,5856575335,6966256816,grapes
4,136,204,2993707596,8177713468,5898944282,6552279323,grapes
39,145,201,3673126647,8058931938,5775600435,7224230804,grapes
38,132,197,2042094753,8154185044,5931101816,6693065667,grapes
36,133,198,2551939719,8398351748,62286454,6917281221,grapes
25,121,201,3050734778,8271775569,5594240602999990,7008200379,grapes
15,125,199,18426993600000000,8055625868,5569230319,6975734306,grapes
24,140,205,12087022,8359398734,593202852,6866813363,grapes
13,132,203,2360115364,8248336987,6423216506,7323901752,grapes
5,126,197,1280000387,8120876367,6417500829,6710439401,grapes
30,120,200,3806099482,8224729637,6234904253,6570148216,grapes
23,142,197,3906555518,8203812973,6000573725,6930772897,grapes
26,135,203,3378372897,8116314317,56851027689999900,7453557341,grapes
7,126,203,1676201707,8200335557,5662140095,7328712806,grapes
32,139,198,3589307536,8266850729,6358186848,6653946559,grapes
9,141,202,2101245395,8117931863,6119495295,6638448261,grapes
20,142,196,1089875873,8001639435,6207600782999990,6869420397,grapes
32,129,201,1636251869,8300471609,648754639,7155665483,grapes
3,134,199,2028370163,8132235739,581717753,7106611222,grapes
38,138,204,2511108456,8325447587,6325480034,7301026829,grapes
14,131,198,334641162,8386742974,5562790949,6792204319,grapes
20,122,204,117976469,8086325389,6487369687,6506962486,grapes
40,126,201,1136300891,8003100049,6116982944,7118289431,grapes
36,128,204,2523542319,8068700527,5695792761,6703840888,grapes
11,132,197,1599050693,8123966573,57343170070000000,7440198861,grapes
0,137,195,224359017,8018612085,6329499832000000,653973168,grapes
19,123,200,3476086052,8103544763,6167013532,6570430027,grapes
31,136,197,3111047251,8334010951,5653776057999990,7143001582,grapes
4,134,200,2857828803,8095628959,5840256272,7334232097,grapes
39,139,201,4118664903,8101783402,55399808120000000,6868895899,grapes
8,127,196,2702766138,8317093908,5833302165,7095666003,grapes
39,138,203,2119339319,8233098331,6399433771,7462834921,grapes
32,120,204,1038004759,8344518113,6138958698,6739173790000000,grapes
12,142,203,313115978,8256407013,5972850837999990,6501095312,grapes
8,133,195,2046657776,8097598029,6456079585,7129813872,grapes
8,139,199,2936947679,8153996362,63364266670000000,6613442813,grapes
21,134,202,1072302459,8002130636,6425419926,6529821120000000,grapes
40,140,195,1497846952,8049979873,62943956760000000,7163437433,grapes
39,127,202,153246651,8167215994,6477768039,7160102999,grapes
19,120,195,1873932187,8112109244,5931538447,7355807954,grapes
21,139,201,193642553,8336094029,5980598579,6715094741,grapes
17,136,195,4120733624,8161051026,6389783283,6590227462,grapes
33,139,203,3334214482,8251034633,5693287415,7068098614,grapes
22,133,201,2381995682,8012211649,600299607,6727398640000000,grapes
32,130,196,4066012294,8124995984,6372959542,7403030056,grapes
37,135,205,1182768186,802827185,55109248489999900,7410225057,grapes
15,140,195,1328504331,8354193816,569945282,6580006004,grapes
39,132,196,3583089092,8332560104,5778594403,7367984885,grapes
40,121,199,2618159716,8103886263,6315586313,6605911698,grapes
40,132,202,2457558351,8070695797,59718130060000000,69706113,grapes
29,142,203,2967229086,8371498986,5891195653,6648490371,grapes
32,121,199,3937102553,8125353895,6129812716,7408101744,grapes
6,140,205,1766558428,8292903419,6313085601,698671263,grapes
8,120,196,2406679352,8266396666,6053662544,6981855775,grapes
34,133,202,1531413469,8009711412,5804799142,7482144653,grapes
35,135,199,2177466746,8054942557,6400719746,6939630398,grapes
16,145,199,2691624843,8076838926,5953966361,6930927185,grapes
8,136,201,4165602996,8222118237,56092559920000000,7419664838,grapes
25,129,195,1798667801,8117712085,5777271492000000,7237127689,grapes
16,130,201,2912033769,8279092939,5682395429,688503047,grapes
39,129,203,3438922481,8318392806,5863996687,7103001556,grapes
38,135,203,4136106301,8279782954,6444373116,6992107482,grapes
33,120,205,3512158265,8226890793,5550832177999990,6971518491,grapes
35,125,204,196491772,8015215777,6107741787999990,7369529586,grapes
1,132,200,1627852801,8294270065,5620745638,6657462809,grapes
39,140,203,2111903604,8063399198,6349875906,6927779761,grapes
28,145,202,192077707,8290428409999990,6484323189,6683113717,grapes
6,128,200,2596308415,8257813624,5838748311,7031782647,grapes
6,139,199,2567385024,816212135,629099842,7410919422,grapes
29,122,196,4194865736,8115595212,5638328481,7306862952,grapes
37,144,197,1118994268,808084305,6415555956,6634234944,grapes
38,120,197,175438296,8294703302,6323722572,7377063744,grapes
38,141,198,1305809741,8028297993,5757009965,7075633584,grapes
14,121,203,9724457611,8374765639,61586894060000000,7446411148,grapes
6,125,204,2792004934,8293262435,57335398070000000,6992092839,grapes
32,138,197,9535585543,8073112694,5908724337000000,6944115171,grapes
11,124,204,1342988625,8006633966,6361141107000000,7140043037,grapes
23,138,200,9851242629,8022631717,596537863,6842802444,grapes
40,143,201,2497256132,8272828653,6476757723,6670016285,grapes
6,142,202,2723708304,8294573346,6224542938,7042508897,grapes
37,124,195,1870679077,834795292,6209928251,665964488,grapes
35,134,204,9949929082,8255138983,5841138354,6600817551,grapes
119,25,51,2647330219,8092254421,6283818329,5365742581,watermelon
119,19,55,2518780042,8344621709,6818261382999990,4687420883,watermelon
105,30,50,2529954705,8177527562,637620108,5704147057,watermelon
114,8,50,2474631269,8830866319,6581587932000000,5795826144,watermelon
93,22,52,2658740671,8132563243,6932739726,4187540028,watermelon
80,26,55,2453442564,88989272,6140099215,4911618732,watermelon
85,27,45,260713757,887285657,6467095849,5779652846,watermelon
85,22,53,2596534238,8977076659,6849471704,5946338556,watermelon
82,22,45,2622338015,8534866045,6512196212,5460159289,watermelon
118,13,54,2441311871,8981574032,6039584629,4407843475,watermelon
83,25,53,2649195283,8004678201,6057697106,5772799157,watermelon
86,15,47,2404355803,8418406764,6423898762,5378929956,watermelon
101,10,47,255421695,8331883376,6936997681,5757343233,watermelon
119,9,50,2674550678,839195902,6251286661,40794305,watermelon
104,17,46,257131428,8022972777,6190015912000000,4308961827,watermelon
95,12,51,2576484262,8417269959999990,6681606702000000,4422066914,watermelon
102,14,52,2679489868,8964815231,651075991,5774091817,watermelon
109,21,55,249004602,8973524177,6770278088,5744942094,watermelon
81,18,50,2680750629,8822874955,6429788072999990,5879889057,watermelon
103,17,51,2511189154,8002621335,6209888345,4420656987,watermelon
105,14,50,262148837,8768839820000000,6419052193,5965590798,watermelon
97,8,52,249103226,8697190046,6237861736,4948575692,watermelon
120,19,49,2579448878,8426830701,6762471628999990,5645229202,watermelon
95,16,55,2526931156,8755055105,6612847999,4012650421,watermelon
83,29,52,2576402693,875931128,6704688865,4605122728,watermelon
83,9,45,2585483596,8913163965,6049609892,4685176955,watermelon
91,21,50,2433528185,8144030363,6762030215,4832113628,watermelon
116,5,54,2537601283,8099313508,665398725,5723028471,watermelon
112,28,54,2486094646,8505318563,6738030547,5529563514,watermelon
88,29,51,2471885473,8894568335,6095689937,4845978627,watermelon
118,15,45,2421495706,8420576992,6538006356,4801138482,watermelon
92,21,48,2581692236,82043255,6377427122,5482963379,watermelon
106,14,45,2447018505,8416390229,6417011754,5726773002,watermelon
99,5,47,2413078816,8484494575,6649086972,5119470197,watermelon
98,8,51,261793464,8652258079,625933595,4943050977,watermelon
108,22,46,2617668721,8672952049999990,6121168559,5333484977,watermelon
119,7,55,2603867719,846378378,6031424482,443993381,watermelon
117,27,48,2653259325,8239053979,68352681839999900,5430660782,watermelon
109,10,53,2681938687,878274604,65517503060000000,4606193778,watermelon
80,16,46,2550405534,8140297428,6940236218,4847833278,watermelon
100,18,52,2620234499,8038266489,687606733,5647941847,watermelon
91,7,53,2513735887,8928272716,6457216535,4352897517,watermelon
86,6,53,2592030221,8347202566,6921847887999990,4210681516,watermelon
107,5,52,266634609,8998405233,68814257460000000,5740847165,watermelon
103,16,49,2406731461,8164075303,6915717008,5175212401,watermelon
101,20,48,246774157,8275411437,62062474939999900,5705709413,watermelon
85,25,47,2611440416,8764081095,629542477,5848160844,watermelon
84,7,51,2681530456,8765694462,6399669044,5574073582,watermelon
102,28,54,2515623099,8027525115,6862157042000000,5549541453,watermelon
